Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	Timesteps	LearningRate	DeltaStd
88790.2525730133	250	13.54752662516826	13.172739965252275	31.870514483762797	-17.34185837159009	271278	0.007808883219659405	0.011713324829489094
92274.59388184547	260	5.120750595478142	4.977403336737703	14.305653963168849	-11.052720916245491	281681	0.007731144851779608	0.0115967172776694
95840.71329641342	270	3.8599164090633717	8.934461398882581	28.340639881931384	-10.833492014784893	292467	0.007654180378664354	0.011481270567996521
99442.48598265648	280	-0.7942970511887811	6.819958350912569	12.326839469884249	-13.709386276283086	303545	0.007577982096098555	0.011366973144147828
103044.26683163643	290	7.185590971295367	9.422203953216023	31.395692351187474	-12.580334511058444	314520	0.00750254237656351	0.011253813564845264
106585.51752305031	300	6.295390595908332	5.888943944165857	15.975936349702996	-11.789461871638716	325298	0.007427853668473379	0.011141780502710068
110202.73489618301	310	0.25144104027826863	6.284267326855424	11.411589130362602	-12.977718502177963	336338	0.0073539084954192665	0.011030862743128898
113802.25816082954	320	0.99272823977215	6.667649306216759	13.148615821566658	-10.185671974244219	347406	0.007280699455420816	0.010921049183131224
117384.3557984829	330	3.5755484356034635	6.0547056505295584	16.041329044092603	-9.31481807977866	358394	0.007208219220185281	0.01081232883027792
120933.02275252342	340	2.4148675856702453	7.926252888242236	36.97631236852636	-8.165689415910984	369219	0.007136460534373942	0.010704690801560912
124550.7697558403	350	2.113430961563331	5.034513708812462	11.931875035838829	-10.751468707807888	380479	0.007065416214875844	0.010598124322313768
128157.1714463234	360	3.6923227770668334	7.51634438395936	16.064856188429616	-11.771609784644255	391644	0.006995079150088768	0.010492618725133155
131677.69003129005	370	2.804879815562905	12.327284620526568	36.403763827571176	-18.059140976688834	402447	0.0069254422992073425	0.010388163448811015
135200.79145860672	380	4.6386933690138035	5.136320831442303	11.405888720220963	-9.887250255523536	413204	0.006856498691518256	0.010284748037277386
138728.06091570854	390	3.7607922945833128	7.858875470106901	36.21479235030556	-10.868918301920719	424051	0.006788241425702487	0.010182362138553731
142232.29185843468	400	15.491206702462268	15.166865079645408	32.789860818624994	-24.674587826491184	434628	0.006720663669144469	0.010080995503716706
145692.64837932587	410	6.924463121574166	19.12514437567291	32.84877298668823	-39.690362031064154	444992	0.006653758657248142	0.009980637985872218
149171.929363966	420	3.200756274073047	4.273660183704282	14.69616851206086	-10.130798544042785	455134	0.006587519692759813	0.009881279539139724
152747.10377764702	430	0.16643626969394254	5.079333471958028	9.479589770527554	-9.460320853807717	465756	0.006521940145097747	0.009782910217646624
156316.14569592476	440	4.227339895314584	5.438936367037851	13.093882004383017	-5.770994738854634	475590	0.0064570134496884455	0.00968552017453267
159766.8038764	450	7.222859103375848	16.233684286805406	31.305142243251545	-25.355348883040048	485316	0.0063927331073095305	0.0095890996609643
163159.0805399418	460	13.386645218340274	18.461866536681054	34.68675272558722	-34.5709694787403	495130	0.006329092683439154	0.009493639025158736
166606.47481751442	470	0.7193441345657394	11.212088516768693	36.72321156854904	-13.343536999136314	505302	0.006266085807611912	0.009399128711417872
170199.93497347832	480	2.1326742302920594	8.587273018701328	36.325939236206615	-8.494916372781208	516348	0.006203706172781138	0.009305559259171708
176823.47868919373	490	1.4039761140082565	5.940032501853362	10.91604293032971	-9.298746171540932	526923	0.006141947534687577	0.009212921302031368
180327.80352258682	500	2.5839619981528377	6.466036566763536	13.491499893292529	-11.960665136172095	537590	0.006080803711234322	0.009121205566851481
183925.0451142788	510	3.710776776591912	5.112243321084118	12.599561395814975	-6.667983026168453	548703	0.006020268581867977	0.009030402872801966
187475.26344299316	520	3.1930729175489243	4.389879162110938	11.773952419551556	-7.977843676725456	559559	0.005960336086965992	0.008940504130448989
191051.68546581268	530	1.5604244200230823	9.290762607107041	39.45012288818214	-12.104000873017087	570570	0.0059010002272300854	0.00885150034084513
194603.85883069038	540	4.701893810996976	5.0760521451794345	16.66148426052861	-3.9545737250907185	581409	0.005842255063085708	0.008763382594628564
198165.82372927666	550	1.1376362139709648	5.954078897665362	11.756771033265235	-13.953963178608888	592272	0.0057840947140874845	0.008676142071131229
201760.10316181183	560	2.139579159519426	5.166459431147396	16.296597928427225	-8.62593648462421	603433	0.005726513358330582	0.008589770037495875
